Title,Company,Location,Salary,Salary Type,Fit Score,Response Probability,Missing Skills,Verdict,URL
Artificial Intelligence Engineer,Zoolatech,European Union (Remote),,missing,35,15,LLM/GPT API integration | Anthropic Claude API experience | Prompt engineering for classification | Production LLM system ownership | JSON schema validation with Pydantic | Token budgeting and context window management | LLM evaluation frameworks | Structured output prompting,"Should not apply - this role requires specific LLM production experience that the candidate lacks, despite strong general ML engineering skills.",https://www.linkedin.com/jobs/view/4395053923/?eBP=CwEAAAGdU_VOfTaOZXC-_Bks5lfRqqHM-bF8m_NH1b7Fq9PO-pEbEJIO6csnHUUkTwp-DpnARGBE0VTnoQ_DYhL1kTIAi06O8gYo7z9bukSz_AkaZMVFJi-Fi3_c1SaNJBy9rn0oAl7fnGTdfXxMdIiG8R2phv2bu_0IMwK1ycfm4i0pDZuLpH0efCv11ICTMKiH9TTa4kw7z2CkQkR5r_Gd_ZJ0GMQOjpMDzvTfAW8WmUkrWmKUFjHa_kb3QFhbcBrrp12AbR4qYrim-pOA9qP0Knio8oFsa4BaAHzoMbA3oZ69tIaLKtZBUbkMzMtcDtpfy5vF3KmV1SxOC1y_dHPTAQluPBFGd5L1pIvay2A0NKzpjbi6O_0s13HqEnOfq4YQHSX_gHMXh-VjOmv_CSumN-xuT7wWfyNdd0btNiCYmpLuFNfeVSGm-_-MHBNeEBbXMOjupFE4bkxMmKhRLFZDFB8QRAYrKXmbjcjYulXoMShu9wh_fPzGEiSPwPa-inEfezNJdw&refId=VnNZ%2FdnegQ6VKdFN7PCg0w%3D%3D&trackingId=XKA24z3ZjWgnsnAPoni%2BNQ%3D%3D&trk=flagship3_search_srp_jobs
AI Architect (m/w/d),Capgemini,"Vienna, Vienna, Austria (Remote)",,missing,35,15,Enterprise/Solution Architecture experience | Cloud hyperscaler expertise (Azure/AWS/GCP) | DevOps/CI/CD pipeline implementation | Legacy system modernization | Microservices architecture | German language proficiency | Client-facing consulting experience | IT infrastructure and networking | Cross-functional team leadership,You should not apply as this role requires senior enterprise architecture experience and cloud expertise that your research-focused ML background doesn't demonstrate.,https://www.linkedin.com/jobs/view/4382958076/?eBP=CwEAAAGdU_WYfIMZTaUruX-L0CW19k43liTy7tiaTP4833Kvxq_TOga7eRgVDvQR3tKyEq3zHGlucSAG2HoRsDNvvlKnzgi3_KvVt5U6-mk9LvXwY3Qg2ZNHBSvxqQrc3V7bXqIoazgk9epPnJgPlCzivc4X400JgXOZJUkhOl8JSLcsmVQPAfWGqKgaqiirt3JKy3baxe6h7bf6vliV397xvIE7m76J_KrFyWcefmS6Z7H082eq5Enph4JCnU2N1fbH7m-AlEaAhp-566-jaX1WRZ-VP9wXlMUCaT_fdW7wo6EsVWBLVZJkIJDCzReDG0qJ5yE-Zwt_HEfAdDQ8_OFLDtC2MDlhXEdNxt4PErMOo9UCdjigj5QS6b7_CfPU8EEP9VIEF6yzqkSQ6HYuDcAc3iH_K8XrXlYfsetlZp1eYjhBcifBabaZW5HJIs0J6neVD-mzNUGgWYR67GZa8vbVKPOUAhb1gwwd1JbC-Eo1sw&refId=mUDzFaoeWVfVGrf8pW6PZw%3D%3D&trackingId=ft%2Fnah4ryqfAfW90nWNF4g%3D%3D&trk=flagship3_search_srp_jobs
Senior Software Engineer,Sportradar,"Vienna, Vienna, Austria (On-site)",,missing,35,25,CI/CD pipelines expertise | AWS cloud services | Database management (relational and non-relational) | Flask web framework | OpenAPI/gRPC specifications | Large project management from conception to maturity | Software engineering focus over research,"Apply with realistic expectations - location match is perfect and ML knowledge is strong, but significant gaps in core software engineering requirements make this a reach position.",https://www.linkedin.com/jobs/view/4396474431/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=67CHOtFOtnQw9EEUjYewgQ%3D%3D&trackingId=0Z%2FV5GS7OPFV9MZL1StLgA%3D%3D&trk=flagship3_search_srp_jobs
Lead Data Engineer (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria (Hybrid)",,missing,25,15,Azure Cloud ecosystem | Data Warehouse and Data Lake architecture | Databricks platform | Azure Synapse | pySpark | Data integration and ETL tools | MDM (Master Data Management) | Infrastructure as Code (IaC) | CI/CD pipelines | Azure DevOps | Client consulting experience | Team leadership experience | German language skills,"Should not apply - this is a senior cloud data engineering consultant role requiring Azure expertise and client leadership, while candidate is a junior-to-mid level ML research engineer with academic background.",https://www.linkedin.com/jobs/view/3866805015/?eBP=CwEAAAGdU_K0Pum30KHRc5vkCSHUI7mIC98lJKXSHfkRYgvripGqB-RbtTQSby-FxW5fuuUx4FQenfLk2kl6qLq8uLaX7r9RWvGj2q-I4QyEO-o-RUecnUuEitL-wnz6FoR797394O1KVY1izBIJ6bUuzFNz7dV9R7pU5gJb0lE4oUVnqDaC_THI_4RtFsPWJ6D62r69WQe__XvRBFHPcZG1ZCs_oaTER9gLKMNo7uha8AzJSEhYWywieIAD-Tt7N8Nr8Gn5fdp-dcLfSuhfTAMl9AJUaCSDrePd8KnNToo9W7rDKJq5HkR1uCN2VrhnHFhONcdM5igG-sMSe4nM2Yv6NT95-4wdtLSIm3upLMTR7SHFQs9YQHYd7rzVYFPXB89kELfYDTzxV4Y-SoGY_9I549CijNB5NqUsi7xyEkF5wNHzMGIH8TarIJTfYy8UWLpAifsLtSd2OcpEuasxcR4xa1GZI7IXlCk7az_Z3zo&refId=nqFcEen7o2swW1OErM9KdQ%3D%3D&trackingId=s39tDtXATUk68xVBFqmn%2Fw%3D%3D&trk=flagship3_search_srp_jobs
TypeScript & AI Developer – Vienna,Teachino,"Vienna, Austria (Hybrid)",,missing,25,15,TypeScript (primary language requirement) | Vue 3 frontend framework | NestJS backend framework | PostgreSQL database | LangGraph/LangChain AI frameworks | Langfuse and Agenta tools | Kubernetes orchestration | Full-stack web development | Educational technology domain experience,"Should not apply - this is a TypeScript web developer role with AI components, not an AI researcher role with some web development.",https://www.linkedin.com/jobs/view/4395037161/?eBP=BUDGET_EXHAUSTED_JOB&refId=nqFcEen7o2swW1OErM9KdQ%3D%3D&trackingId=GDgHQDOhqIpL7Sen8v3CEw%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Engineer Azure (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria (Hybrid)",,missing,25,15,"Azure cloud platform experience | Azure Synapse, Azure Data Factory, Microsoft Fabric | Azure DevOps CI/CD pipelines | Infrastructure as Code (Terraform, Ansible, Puppet) | Scala or Java development | Cloud strategies (IaaS, PaaS, SaaS) | Analytics platform development | Business intelligence systems",Should not apply - this is a significant career pivot from ML research to enterprise data engineering that requires substantial Azure cloud platform expertise the candidate currently lacks.,https://www.linkedin.com/jobs/view/4292353560/?eBP=CwEAAAGdU_OGjP7OEal1BQ67xZ_kigZ24biYwEtH-jVc1XgePhOOBE71Rmse8hYUpQXj83CgXJPm05DL1TdAsmz7FI3zt4dkFVI41s6YNRa63fRjqfEUkzPWIBQ7_lX3mbApuM1oM_dFl6MVsBlAyEm6IuS4riAJW9cO4Y_d9QXrlZn9GxddmcfNMj6S8JxAIrdZQrWhxsdXUzA416gBwwBDhqQoJoZvCPXe5wtrbrYRlxIyE9fkJ-BRY2TOVF6MZCk0PFDnJo9eGk2zQ7unqFXM1q6ak3R6Q2pncQNs7kB3uOCJBrpU39Of-wujhBkBw_u61XAJk3RLD04jYzsd7Hp7OG9ZcUqzHjBmpCcIui96hQYPlR9kUXYZKFT0p6YXoB4GDwTMaHYRJVhtwAOYcBOdPa0Rwazj-a_HcPYYJ7UUbsxHr4W_ZY0xru4i3z0aG1SDoPytgta0YbS_um0II7uOAjjb04jN_Ey6BrxZvpg&refId=DM48ZqdnngiwxTT45GFaqA%3D%3D&trackingId=ZHER%2BkGrL8NUXYhG6Yplsg%3D%3D&trk=flagship3_search_srp_jobs
Mid-Level AI Data Analyst,Ruby Labs,European Union (Remote),,missing,25,15,"Mixpanel experience | Product analytics experience | User behavior analysis | Product KPIs (activation, retention, engagement, conversion) | A/B testing frameworks | GA4/Amplitude experience | BI tools (Tableau, Looker) | Commercial product experience","Should not apply - this is a product analytics role requiring commercial experience with user behavior and business metrics, while candidate has only academic ML research background.",https://www.linkedin.com/jobs/view/4392998520/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=1mQtISncZOzwX6R1NPN6iQ%3D%3D&trackingId=BwnPJQkHL0UJO1Pp%2FOo0sA%3D%3D&trk=flagship3_search_srp_jobs
Machine Learning Engineering Manager - Evaluations,Canva,"Innere Stadt, Vienna, Austria (Hybrid)",,missing,25,5,"Team leadership/management experience | Generative models (Diffusion, GANs, VAEs, LLMs) | Visual quality assessment and aesthetic modeling | Design principles knowledge | Production scaling at enterprise level | Human preference learning | Safety monitoring and red-teaming",Should not apply - this is a senior management role requiring significant leadership experience and generative AI expertise that the candidate currently lacks.,https://www.linkedin.com/jobs/view/4374118790/?eBP=CwEAAAGdU_VWhzhxsSzxEn5pC6zVF21gq4KvjaiOQcr_56ZtRaR9PPXJFfcx0OMb1sCb27iWetvO5RPgQg-PvuEpQFUoCbIg7Z0Uhir7DUnFtYdWFb74fzIDJTRMFln64sa56U8ozG5Pi7jacEUoNqUPS4iYqkw7MGw6F2gPbzAwcmHp6NTkIfloN96qV_BI6JXwXCQc-B3Lr1iHKtOfm00WBYMvFLeTnlEdR4gXQkzMilCyQQeBxRg1Ur2TVGY2z7X-Owu-jmTk5boudAVTC24jS3R_J8synXoR9_hJ9mWgsKY1u2y5NVhHBcfK94hjppmqdHmBGBw885wnP45nW3uRiVDs2YwlriGxxZul-SYfK8je4kFVaO1znGN4d5rscgQlHFf5iymC6hnjZ6YrZNJT3sz3TPAc3PV9_kS-LhJAP0iTukKThP3Hfn8YKiOj3rMToMEZRlSvOFUHKjpPY1M7HdVEAr7tUA0ASNWud-pNlhyt&refId=1mQtISncZOzwX6R1NPN6iQ%3D%3D&trackingId=so32KvfSecapUvWo%2FdfMIg%3D%3D&trk=flagship3_search_srp_jobs
Quant Researcher,Selby Jennings,"Vienna, Vienna, Austria",,missing,25,15,"Derivatives experience (options, volatility, structured products) | Market microstructure understanding | Financial markets knowledge | Greeks and options pricing | Order-book data experience | Trading strategy development | Backtesting financial strategies","Should not apply - this is a finance-heavy quant role requiring derivatives expertise that the candidate completely lacks, despite strong ML foundations.",https://www.linkedin.com/jobs/view/4392915102/?eBP=CwEAAAGdU_VWh55H8kOfk0tQp5BaQCZT-pW0rXXWp3e47bKPC8PLyiDEilFxuYscwc2Pxp6YkaEVlS7LUUH1R7ZviT7GNz4WVTD0vbcOJs4zoqyCcOvvIFuBl2FBLnwy_w_qgrEsrFQ643GfZ73quFd8JqZ16vwcoCWwgSC6agWjuKbKXeqvkbreSQiyrfP9si6IsV_7zP-TY6hRc9gIH1O1Ts-P7rTb0NExNBnd8FshwJWxeCl3tenkMFU-JU9HuYmwh4bJXWx1qdxmwgRnBLdfAOrmdAtHw6k1N5sl1kdckCq6C1FWJkI8hQ4-NXSDEvoWWe6r078T_mFq390PJP4ovtocl5d4YgBpKeE_OgoiIGF1wYXXe6fn4OpG7x4uKD-aDCbbSh-Ja9bG3fcjJ4spakhUmsDcploVHY2xBlvrdYKlO48nDMzstSNd1oxuAZJuT_sOqadoaw07XIiDv-XNrwyIAYXKvcdyYkK5URhS-ubE6QHYc9lT-4Kse7XdB8gdZkM&refId=1mQtISncZOzwX6R1NPN6iQ%3D%3D&trackingId=esIdWc5Wktizu28oX8FQtg%3D%3D&trk=flagship3_search_srp_jobs
Lecturer/Researcher für Medical Engineering and Integrated Healthcare (m/w/d),FH Technikum Wien,"Vienna, Vienna, Austria (Hybrid)",,missing,25,15,German language proficiency for teaching | Medical/biomedical engineering education | Healthcare/clinical industry experience | University teaching experience | Medical device regulations (MDR/IVDR) | Hospital/medical technology knowledge | eHealth/digital health experience,Don't apply - this medical engineering teaching role requires domain expertise and German fluency that your neuroscience/aerospace background doesn't provide.,https://www.linkedin.com/jobs/view/4381956555/?eBP=CwEAAAGdU_WYfIrOukeHFGZvbK5L0iJycztkhXsR4VduRNx-Kqkeh0NQP6WFFvC4lcsErj45E43YlYllObIYSvdDKgdpUIHStIUhPLFekrK2SX6qHbpz9xa85h3KuyjosaGf8d08gTAVunJxt_CmOv2c7sFq7738y7gPOs50FqmDFFK2Xdvp-2XyiIY57GPaCbhokbIYDMCiYNLvPzv3SXb3OA-W7bja6HOLznKLdtI5dvCbHSTdG8s8tFt-Eafeytksjc6tvU3_v6AfHuoRyOeW8edkN5eyV1u4IEAfzHawOCoW705AsyL1cnMPIeoEq8QHDrNQYVPdUH-r_3SWk0MXxIstDx1TpSWz3QcNT1WbR3RvO4msX43dLmqOoh4E1iXYbfe38QFy9FMe82Q_6bi-3bE327UdzFTi7ImB5pauMLrQxLwwmNHLHeCRSMCW4RmHu6PRsemPRkC4rsanEXUMmiVKmHfNZFUZHRE0Zu1oeA&refId=mUDzFaoeWVfVGrf8pW6PZw%3D%3D&trackingId=vE1VoEChBTYUFYb037RQtw%3D%3D&trk=flagship3_search_srp_jobs
Data Science Specialist,KBC Technologies Group,European Union (Remote),,missing,25,15,"Pharma/biotech/healthcare domain experience (mandatory) | Real-world data (RWD) methodology | Health insurance data/EMR/EHR/claims data | FHIR/OMOP data formats | Healthcare compliance and GDPR | 6+ years industry experience | German language proficiency | Business consulting experience | A/B testing and experimental design | Cloud platforms (AWS, SageMaker) | Power BI","Should not apply - this role has mandatory pharma/healthcare domain experience that the candidate lacks entirely, making this a poor fit despite strong technical skills.",https://www.linkedin.com/jobs/view/4393482935/?eBP=CwEAAAGdU_XfPtewPUT8RRnOE5ep8bqxvJW6JNXTmP3OJTqmuN2kzVBuGlcv6mrbZrebIloeOkzxXg-Gq_p0yaWXwI2mgyDOdmjRb82U8reiLlOJcsvEh6igpIlvtJpwg_Z561zbe6d0O3BCX1iJAdVahT7ddIyIXJ8xuVEEOsChxEXps5q3lPYs9jU38036nVzYlNVnFPCHwU4JlL1N_na23hX_U9UWTvKJMjATcTwmcUFDzANm2Q-l6hdYR5kEpSxsZR1DXnz3Q2mGZzyzq9BxUevE4cRhaW33HtxYcQBM04E6Mt9K4N5_nMVAivTvaNKeoUoOSK-ci6Uioe0S4nWVT0hbSh06wtDxuLEJeXPAFHv4WxajxN-AYf-O0-0nLEP24zgX5-Lzjuc88q-gatPidjGqygy_AReEG57ZD_SD-LXNY5DHK3BCnL7ONQXJS5aJMxw687DMxlBwpR5GV35i-K9WcYgC2SApoYGURi96PhfCQNAms7Nh8-u3M76sWN06HU8&refId=W%2BWWHmxCCKtxuYWCiznb9g%3D%3D&trackingId=NACAarzWFaYsy95%2BO8ZPHQ%3D%3D&trk=flagship3_search_srp_jobs
Audio and Video Development Engineer - Safety-Critical Infrastructure (all genders),Frequentis,"Vienna, Austria (Hybrid)",,missing,25,15,"Audio/video telecommunications protocols (SIP, RTP, G.711, G.728, WebRTC) | IP-based audio/video transmission experience | Audio/video test and measurement equipment | Embedded hardware and electronic circuitry knowledge | Electroacoustics (loudspeakers/microphones) | German language proficiency | Safety-critical systems experience","Should not apply - this is a specialized audio/video telecommunications engineering role that requires domain expertise the candidate doesn't possess, despite strong general technical skills.",https://www.linkedin.com/jobs/view/4326702327/?eBP=CwEAAAGdU_YbdPal1qb05j6N-i-_uGbZTT9yuSnc4Suqu4u2RjnYNWav9hQWjjMS6GHJrZCdCDhahQ_ND0LOUdgo4fB5Co-9WQmzVZs3ij808yWHDGdKoO9Y77zrT2GL4mmiLL9kZIIbmq6WMH-KIvQKkmJiyvnoXndNGZU1R71mMZLf9gPJewU0QW-Ijcw-YxoWl_n-ngUpdYoCJLv_OV82Zd6sfcnIQm3-EjQYpbcgFoO1wkZVOk7daVCFJuHN3fK_kWm-iKmoAhc6yA1d9VUgf8OuQfALPCiWEToVwY-5z-pcjd_BXLZCDU9aqTou8hfdIFgbDBs8Cc0NRB7oUJkJK9C1BaaPbIdNnF7ekjnZv4CHKdt-U90t9VmD0vuQ44zNT1zlYoPFdbRoXEkBHdudZm-KuzWH352HJXyJvgc0-M_EVTddb9mTGQDGPaGVOy4NZPv3F_ywPZmpX66_5JV-OUdzLZrC0y7q1EgtpPxHxA&refId=JOD7%2Bx8rDyBzz%2BJtqmk03Q%3D%3D&trackingId=Tw92tIOM2mX5nuO1Pn2JwA%3D%3D&trk=flagship3_search_srp_jobs
Expertin/Experte Data Engineer (w/m/d),Volksbank Wien,"Vienna, Vienna, Austria (On-site)",,missing,25,15,Power BI expertise | dbt framework experience | Microsoft SQL Server/Azure ecosystem | DAX knowledge | German language proficiency | Banking/financial services experience | Spark experience | Microsoft Fabric/Azure Synapse | Azure Data Factory | Data modeling in business context,"Should not apply - this is a poor fit requiring completely different technical stack, language skills, and business domain expertise that the candidate lacks.",https://www.linkedin.com/jobs/view/4365494877/?eBP=CwEAAAGdU_ZkCrG4JWPcydKwV13mNhDdm-_tduOLHJtMn_w8_gKrAt2ZN0uOOhtxuJt7l4iVSTEQU_MEbyicaREHpYyK1KZAwypS6KRUIcOcysm_eAJMWwYs-QHVRawsjIBYd7aqiri2Xv9ujVY_gCX6gDvaRtSeqRYjKlmTLVY2hzqT_YTSdFE9Jj6xp7nYM49rugUOZ8vfGGqI3u5-hempTe5_EFwSCeQCfEj5jBHvTFU6JOmfRVdjKA1AtmSgUWJWQQyGY3wH5Oy_-fTrpc_CqorocmwvK9-0jjx5vgiYyB75ZtYdUPxdR3DJ20A2oxK4hrqNfVeybvSDPtbT8Wh20wfNrxmVGLU0xH0lKF38DLwBUC0NhVZF4pZ7PB55HyvaDb17x2xAbETyOZECaiYCCVEpX2yd2MPW6d0FXiyMDT4SdX_0HipYEB9yk5sYcY2SElx7k-TFwH_OuLi8hvsCXpSbyKCbUnqkXaJkmTTwBw&refId=3JDSWDmO8wq8FadqIOUy8g%3D%3D&trackingId=Au3RgpoW6mvZuiF9wyTgRg%3D%3D&trk=flagship3_search_srp_jobs
Senior Data Engineer Databricks (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria (Hybrid)",,missing,25,15,"Databricks platform experience | Cloud platforms (AWS/Azure/GCP) | Scala or Java programming | CI/CD pipelines (Azure DevOps, Github) | Infrastructure as Code (Terraform, Ansible, Puppet) | Business Intelligence systems | Production analytics platforms | German language skills for Austrian market",Should not apply - this is a mismatch between a research ML engineer profile and a senior commercial data engineering role requiring specific cloud analytics expertise.,https://www.linkedin.com/jobs/view/4292351621/?eBP=CwEAAAGdU_ZkCi06bDsYlnhKLGqIPj66wuUc2aFWIHQ5C_9J7rGDnX9KhAFBLKTk6uiOaSCR2PyLYqiRNSygr8eTbd5ssGkrs9z-HMt1fEGXMwryrif6J97IHwWnxWAK0hC35zR2-15pJ1h0PlLpUdktWZu1ufl0qkIS5n7EAtzZfhOTUaoMNWuF6_D4tybiYbsXjCiXW3izAWhoy_z8iPn0DBoUOAWgzASe5i_NjXLLQpiiuymnHIQbKx5hi2A2WbQzmercMFTEh82zAgleu1kjW5aFC4WvB8UlnFnQg8XiVuu0UIBnhzZPVqSPIkURC_s8zmnFsGWYNeHrTZD9EAcoe5c8DppD5mxijto_K4cr03nDEYrZD9ekQA3FgKl0ayr6ieP7U51ShlfUB0wv4RtxlQm9wwFD0p4iu8YEe5rUkYUnqJ1kiLv_HvUsb4kWvoSQ2LitDjthwmk65yw_dzK9wM49iXOSsgIJ8l0q&refId=3JDSWDmO8wq8FadqIOUy8g%3D%3D&trackingId=Mbwmls6669HrR3GE04cn6g%3D%3D&trk=flagship3_search_srp_jobs
Cloud Solution Architect - Agents Development,Microsoft,"Vienna, Vienna, Austria (Hybrid)",,missing,25,15,"German language proficiency (only A2 listed) | Customer-facing/consulting experience | Cloud infrastructure technologies (Azure, AWS, GCP) | Microsoft 365 and Copilot experience | Agent development in business/enterprise context | IT consulting or systems administration | Technical certifications in cloud platforms | Business value realization and ROI demonstration | Sales/pre-sales technical support","Should not apply - this role requires extensive customer-facing consulting experience, German fluency, and enterprise cloud expertise that the candidate completely lacks.",https://www.linkedin.com/jobs/view/4394624882/?eBP=CwEAAAGdU_barqqukqRTgPUjRuv3QFxo4SKEonnIm9YEMA7KwQNEHnz13nlSbRYoNdxPcwZXA6V5OaQC3fGJ1d9_msmHkxwX6gBk04qz3BXmpQ5974LxZw40u_3_VXIKIihu6xRL8GffJ8RmFaQXtz3FX3Ss-BIiOqsudior4Hx1l2yD9RrmlV6gq-wBW3V0-sv5-y90k4BcJj9WWGSqGGLNZFISfSmPv5yAnbWbEb4GROoBjhHXev7Z5rSJpaE9dBXcHHO0L9MeJ1f3wP3oK0QAb3qZKFDMNPXV1Bp8JrBK9z8mWHlPb5-D2xlxWGlfhykpSsac8Xeq8P9-sqUn26Hi7lb-BR4ob-bbXpAc3Bfne8w5yoB-KrR3Hrb_6rZQILp-ZK-hKP8A0q1eT058xoHuXTVjTcpE5Oi2UUpzlZAlEbvAOXtvIEQ0DJznDTuYLT7uygeV7-W_gPRMZJS0iOoMlKxvsFBk3-ymaz6g3SUPqg&refId=lsGwFFmDjcc8h9EilnO9Dg%3D%3D&trackingId=aK2N38W9QdNOJgi9V4dPpA%3D%3D&trk=flagship3_search_srp_jobs
Product Manager,Philips Dictation | Speech Processing Solutions,"Vienna, Vienna, Austria (Hybrid)",,missing,25,5,4+ years B2B SaaS product management experience | Healthcare/health tech domain experience | Product strategy and roadmap ownership | Stakeholder management across commercial teams | User story and requirements writing | Go-to-market collaboration | Product metrics definition and tracking | Customer discovery and validation experience,Should not apply - this is a career pivot that requires 4+ years of product management experience the candidate completely lacks.,https://www.linkedin.com/jobs/view/4392432313/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=KhkQm0TyAfBPvrM0IGiu%2BQ%3D%3D&trackingId=D7Gmret9YMMvp13DHyG8%2BA%3D%3D&trk=flagship3_search_srp_jobs
Lead Consultant AI Salesforce (all genders) [Wien],adesso Austria GmbH,"Vienna, Austria (Hybrid)",,missing,25,15,"Salesforce platform experience | Salesforce certifications (AI Specialist, etc.) | German language skills (very good required) | Presales and sales support experience | Client consulting and solution architecture experience | Business development collaboration | Salesforce Data Cloud knowledge","Should not apply - this role requires extensive Salesforce expertise and German fluency which the candidate completely lacks, despite strong AI credentials.",https://www.linkedin.com/jobs/view/4381431538/?eBP=CwEAAAGdU_co1Tyqlm88QeOkYavaYO0uXCrFIEUGhQUWYtg74xgcF-ss5vlt6d9QJNmRRH3wbgwgjaWgBQnekDAdjEpGM-Ys1joZCRsxVpJB77LP4aIK8yOX0d6tQGuFhxUthtQ_ptOtqv_XKoesZ-zQjmQbOdDwwJg8H2y1U3YfsUOaYUB502LcdNQMrMrX6r8Zh5EvVhbTIre7vl7FepkaJ0I8WeZEzbQseQ7fS4kBlTQs0zAp-qxNMdO2lMx_srI13dmaolcQwYi4ym7wFRyGcuFQFGU8yq3U-QIConPfVwN8URxGTz6N4612dsSXAov8NmAPz81IbhY_D5yuZzaQ49HkRpdF5V82noHyNtzEpkdvivL7y0cmXReB-46BKZs9IH4-NFLWPHqt_zine0y0QK6q1qNHzTJq3_WZeCbq-MGPl-ALFQv11BNU3BKGPCQiFjrK6mYwlNukpGE7LCoYaWFkb-2yAqx86h7MBtU&refId=KhkQm0TyAfBPvrM0IGiu%2BQ%3D%3D&trackingId=BukSKEWzUJ9a%2F8wP5dNXjw%3D%3D&trk=flagship3_search_srp_jobs
Research Assistant – Humanoide Robotik (m/w/d),NEOALP,"Vienna, Vienna, Austria (On-site)",,missing,25,15,German language proficiency (job requires very good German) | Robotics hardware experience | Humanoid robotics knowledge | Current student status (candidate has 4+ years professional experience) | Mechanical engineering/mechatronics background | Experience with robotics frameworks and hardware platforms,"Should not apply - this is a junior part-time student role requiring German fluency and robotics focus, while candidate is an overqualified ML professional in neuroscience.",https://www.linkedin.com/jobs/view/4397041233/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=law5p9DsWIi8GkGhcfp%2Bkg%3D%3D&trackingId=duv49OGx%2FmeJSxj7P3WBIA%3D%3D&trk=flagship3_search_srp_jobs
Software Engineer: Tech Lead (f/m/d),CELUM,"Vienna, Austria (Hybrid)",,missing,25,15,Kotlin | TypeScript | Spring Boot | SQL in production SaaS environment | Technical leadership role experience | SaaS product development | Code reviews and team mentoring | Cross-functional stakeholder alignment,"Should not apply - this is a backend engineering tech lead role requiring Kotlin/Spring Boot expertise and proven technical leadership, while the candidate's strength is in ML research engineering.",https://www.linkedin.com/jobs/view/4392904542/?eBP=CwEAAAGdU_mZqKIpN8p3vlRL9u_rjWfECbqc4yJoe5P2o7hu8hugBxSYcvjgcY5YDPqtAb7jMKRmun5GQLeS_kXuna0TGUkKPbtwHN7mei6xnfYihqttk430H5m6ZHHJ-FkBBG5J_BOAbi2toZEQ6nJuzNzgjNQ7e30lVHWvU5SGSQ4xjMaeyBCWhfNeAuf3EfzFJ7WtjekTpMScs0cdb6SJYv_tTgh-nevwSy5DGrirvmDsXb8YwJFw2XT9SaizrsQJOq_r-X3c74iiFDx_4HNORvfeE2vFxlCMP-4SqwFZ6vyzE4o8BUFS0vwigX9tgNgw7Nr6t3OTCEAl4Z11GLXfAmSG7WZ2QBur19TdDl3NohC8oGlSnLh-vq_rFgNaX1rMfvgODyMHtURM8ossa41WuYlm4aMseJnscm6s6F1MGz-Q1h3Fo2gdMxmZUkLrbp3D7EK7aGNphxp7QjKs6irQvnxR9xXZnb4USJV0S1TP-jYJgCcMww&refId=H04ZsOuPSFxvijbVF6L4KA%3D%3D&trackingId=KY3OQ0PbVvAMMbh7u4A7xg%3D%3D&trk=flagship3_search_srp_jobs
Scientist Analytics (m/w/d) - R&D Plasma,Octapharma Austria,"Vienna, Vienna, Austria (On-site)",,missing,25,15,Pharmaceutical industry experience | GMP/regulatory compliance knowledge | Analytical test method development for pharmaceuticals | Coagulation analyzers and pipetting robots experience | LIMS systems experience | Quality control charts specific to pharma | Biotechnology/Biochemistry domain knowledge | Fluent German (requires 'sehr gute' German skills),Should not apply - this is a pharmaceutical analytical scientist role requiring industry-specific experience that doesn't align with the candidate's ML/AI background.,https://www.linkedin.com/jobs/view/4394658753/?eBP=NOT_ELIGIBLE_FOR_CHARGING&refId=H04ZsOuPSFxvijbVF6L4KA%3D%3D&trackingId=DbvXFMYB8orMvEnqwLGjvQ%3D%3D&trk=flagship3_search_srp_jobs
